4.014662472814765515e+00,8.607115459832122895e+00,3.000000000000000000e+00
4.078779457992199653e+00,7.654303102466958997e+00,3.000000000000000000e+00
2.640519635937270682e+00,2.548740883470890672e+00,1.000000000000000000e+00
5.158579806611569119e+00,8.323909961504099897e+00,3.000000000000000000e+00
3.213753265597702580e+00,3.121588553690451739e+00,1.000000000000000000e+00
1.702545511806219825e+00,2.627286921595882507e+00,1.000000000000000000e+00
4.119186858917959881e+00,7.770845322687075729e+00,3.000000000000000000e+00
3.179149742844011417e+00,3.146436040439031689e+00,1.000000000000000000e+00
4.968792568154656308e+00,6.859855627563568703e+00,3.000000000000000000e+00
3.518033748170402930e+00,7.913944433715771609e+00,3.000000000000000000e+00
2.607942056656444851e+00,2.315472380019790943e+00,1.000000000000000000e+00
2.631250973525746328e+00,2.291973013061737507e+00,1.000000000000000000e+00
4.461346501695830469e+00,9.238314168073079813e+00,3.000000000000000000e+00
3.262074404153763929e+00,8.056514188512268859e+00,3.000000000000000000e+00
2.407259600229326946e+00,2.640201395565068943e+00,1.000000000000000000e+00
4.266278730235340433e+00,8.029663113700067356e+00,3.000000000000000000e+00
2.908507998660119220e+00,2.205015287985538919e+00,1.000000000000000000e+00
9.369069980103772455e-01,2.543099728286232430e+00,1.000000000000000000e+00
2.508474954309250826e+00,3.411479500651891872e+00,1.000000000000000000e+00
4.522843772828092135e+00,8.283285516597661768e+00,3.000000000000000000e+00
2.246999561195190065e+00,2.838194650224520110e+00,1.000000000000000000e+00
4.868936587992077847e+00,7.492128313475316048e+00,3.000000000000000000e+00
3.407578631487163889e+00,8.045312741986865746e+00,3.000000000000000000e+00
2.061054047679993673e+00,2.620128412097630033e+00,1.000000000000000000e+00
1.616815115724470786e+00,2.980731013215324854e+00,1.000000000000000000e+00
4.485195436068440067e+00,8.025815426506950345e+00,3.000000000000000000e+00
2.894208343100831193e+00,2.626635797707030040e+00,1.000000000000000000e+00
3.703411001435170657e+00,7.895249569859716487e+00,3.000000000000000000e+00
2.681481944983284293e+00,2.405490411134733275e+00,1.000000000000000000e+00
4.076100563804287091e+00,8.332577708882777046e+00,3.000000000000000000e+00
2.897737531470926609e+00,3.733380335423613250e+00,1.000000000000000000e+00
3.397063463292518293e+00,7.769736897253677554e+00,3.000000000000000000e+00
3.633858078393928270e+00,8.301019567485241168e+00,3.000000000000000000e+00
4.218055336810087041e+00,8.457927033235392855e+00,3.000000000000000000e+00
2.901384565334028665e+00,2.583350992118639056e+00,1.000000000000000000e+00
3.189181388830468755e+00,3.786173427223675780e+00,1.000000000000000000e+00
2.347620754531687393e+00,3.293442974895301578e+00,1.000000000000000000e+00
1.629949569538732046e+00,2.374930244818818093e+00,1.000000000000000000e+00
3.508849863307534456e+00,7.685208725101989380e+00,3.000000000000000000e+00
2.051068161397926470e+00,3.134532009320147861e+00,1.000000000000000000e+00
1.823946037914810692e+00,2.505379008283556530e+00,1.000000000000000000e+00
3.015582351274288975e+00,2.303262456661221425e+00,1.000000000000000000e+00
4.689278180381958094e+00,8.100971000298775593e+00,3.000000000000000000e+00
4.030434810837433268e+00,8.295579523404709832e+00,3.000000000000000000e+00
4.442813308149490048e+00,8.194916664923066918e+00,3.000000000000000000e+00
2.369174305274241110e+00,3.383664821963930702e+00,1.000000000000000000e+00
2.062671446621521021e+00,2.898324564549266125e+00,1.000000000000000000e+00
4.722566253256355928e+00,8.378840679476891040e+00,3.000000000000000000e+00
2.215845604949068015e+00,2.631690083922719303e+00,1.000000000000000000e+00
4.874268160720664156e+00,8.138631649836362669e+00,3.000000000000000000e+00
2.171274459331795192e+00,2.720110228989441659e+00,1.000000000000000000e+00
3.966971821130649278e+00,8.064887518600805549e+00,3.000000000000000000e+00
5.389204704701793247e+00,7.957986812847464897e+00,3.000000000000000000e+00
3.086051796846394524e+00,3.363878637160397034e+00,1.000000000000000000e+00
2.354851112420382808e+00,3.020189055037213244e+00,1.000000000000000000e+00
3.378874525963732278e+00,7.780778627107994616e+00,3.000000000000000000e+00
5.292301034491028844e+00,8.715291162011642001e+00,3.000000000000000000e+00
3.966355551210339669e+00,7.616496796204295983e+00,3.000000000000000000e+00
2.841545824926790864e+00,9.065606552779675198e+00,3.000000000000000000e+00
2.923298575940040500e+00,3.109136396538011660e+00,1.000000000000000000e+00
2.407666095964644537e+00,3.139436293261456346e+00,1.000000000000000000e+00
3.353987432868217766e+00,3.813175847851319133e+00,1.000000000000000000e+00
2.524438750768728479e+00,3.242818809915144929e+00,1.000000000000000000e+00
3.544419320811857066e+00,7.673453886623737397e+00,3.000000000000000000e+00
3.888155834902946140e+00,8.227422036139801165e+00,3.000000000000000000e+00
2.592307211511539755e+00,2.047381868823782813e+00,1.000000000000000000e+00
1.966317143857377658e+00,2.566832770608978187e+00,1.000000000000000000e+00
3.932646115681945442e+00,7.288263149937770358e+00,3.000000000000000000e+00
3.941251799997004035e+00,7.266762456398254244e+00,3.000000000000000000e+00
4.627219853604287003e+00,7.756118694115624379e+00,3.000000000000000000e+00
3.894736302171634357e+00,8.230393013328564322e+00,3.000000000000000000e+00
1.850238162616696602e+00,2.907676416216534054e+00,1.000000000000000000e+00
3.849369888191524147e+00,7.684085539400326681e+00,3.000000000000000000e+00
3.290321982630431741e+00,8.060166004776583293e+00,3.000000000000000000e+00
2.944641422851963508e+00,2.884410930812794760e+00,1.000000000000000000e+00
4.576625185290621900e+00,8.028184680203873214e+00,3.000000000000000000e+00
4.215249799298645073e+00,7.860699673242015351e+00,3.000000000000000000e+00
3.303982032315009754e+00,7.215944657191331935e+00,3.000000000000000000e+00
3.792895910772719148e+00,7.845326663663085398e+00,3.000000000000000000e+00
4.297935916319955751e+00,7.767663461815483394e+00,3.000000000000000000e+00
2.439388573954099471e+00,1.988326239343606083e+00,1.000000000000000000e+00
3.890726446940113270e+00,7.820691413826285299e+00,3.000000000000000000e+00
4.379670007441302637e+00,7.673762061209203011e+00,3.000000000000000000e+00
3.854441608654392226e+00,8.043373200989590188e+00,3.000000000000000000e+00
3.813190517102313049e+00,6.982085716082597315e+00,3.000000000000000000e+00
3.448060873102429369e+00,7.918498971487347049e+00,3.000000000000000000e+00
4.364210048813566445e+00,8.394369497221735088e+00,3.000000000000000000e+00
4.356280646390157330e+00,7.574163467777996317e+00,3.000000000000000000e+00
4.768035645885821516e+00,9.053363433561896656e+00,3.000000000000000000e+00
2.209483265701212673e+00,1.694285543704910690e+00,1.000000000000000000e+00
4.017979802578666160e+00,7.549394646747956017e+00,3.000000000000000000e+00
2.500727688553936456e+00,2.483596377739551997e+00,1.000000000000000000e+00
